Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Deepak Chahar,447261,4,0,16,1,4.00,14,1,0,3,0,0
Shardul Thakur,475281,4,0,32,2,8.00,10,3,1,3,0,0
David Willey,308251,2,0,24,0,12.00,3,5,0,0,0,0
Harbhajan Singh,29264,2,0,26,0,13.00,0,1,2,1,0,0
Shane Watson,8180,2,0,15,0,7.50,6,1,1,1,0,0
Dwayne Bravo,51439,4,0,39,1,9.75,6,5,0,2,0,0
Ravindra Jadeja,234675,2,0,24,0,12.00,2,1,2,0,0,0
Sandeep Sharma,438362,4,0,36,1,9.00,8,2,2,1,0,1
Bhuvneshwar Kumar,326016,4,0,38,0,9.50,8,2,3,0,0,1
Rashid Khan,793463,4,0,25,0,6.25,10,2,1,0,0,1
Shakib Al Hasan,56143,4,0,41,0,10.25,5,4,2,0,0,1
Siddarth Kaul,326017,3,0,40,0,13.33,3,3,3,0,0,1
