Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Blessing Muzarabani,827051,26,5,62,0,2.38,1,0,0
Victor Nyauchi,453277,24,4,102,1,4.25,2,1,0
Donald Tiripano,392945,20.4,1,83,0,4.01,2,4,0
Sikandar Raza,299572,31,4,79,1,2.54,0,0,0
Sean Williams,55870,30,4,97,0,3.23,0,0,0
Ryan Burl,495964,20,1,69,1,3.45,0,0,0
Wesley Madhevere,938959,9,0,36,0,4.00,0,0,0
Sayed Shirzad,524050,15,3,48,2,3.20,2,0,1
Amir Hamza,402245,32,6,73,3,2.28,0,0,1
Rashid Khan,793463,36.3,3,138,4,3.78,0,0,1
Javed Ahmadi,308235,8,1,20,0,2.50,0,1,1
Sayed Shirzad,524050,27,7,49,1,1.81,1,0,2
Rashid Khan,793463,62.5,17,137,7,2.18,0,0,2
Amir Hamza,402245,34,7,104,1,3.05,0,0,2
Javed Ahmadi,308235,16,5,40,1,2.50,0,0,2
Shahidullah,633366,5,1,6,0,1.20,0,0,2
Asghar Afghan,320652,1,0,1,0,1.00,0,0,2
Rahmat Shah,533956,3,0,9,0,3.00,0,0,2
Blessing Muzarabani,827051,9.1,1,25,2,2.72,0,0,3
Victor Nyauchi,453277,6,1,28,0,4.66,0,1,3
Sean Williams,55870,3,0,18,0,6.00,0,0,3
Donald Tiripano,392945,4,0,17,0,4.25,1,1,3
Ryan Burl,495964,4,1,16,2,4.00,0,0,3
