Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,4,0,38,2,9.50,10,2,1,2,1,0
Nuwan Kulasekara,49535,4,0,44,0,11.00,4,6,0,2,0,0
Vikum Sanjaya,422092,4,1,24,1,6.00,10,2,0,2,0,0
Asela Gunaratne,360456,4,0,24,1,6.00,8,2,0,0,0,0
Seekkuge Prasanna,268740,4,0,19,1,4.75,10,1,0,0,0,0
Mahmudullah,56025,2,0,6,0,3.00,6,0,0,0,0,1
Taskin Ahmed,538506,2.5,0,33,1,11.64,6,5,1,2,0,1
Mashrafe Mortaza,56007,4,0,32,2,8.00,5,4,0,0,0,1
Mustafizur Rahman,330902,3,0,24,0,8.00,6,2,1,0,0,1
Shakib Al Hasan,56143,3,0,29,0,9.66,4,3,1,0,0,1
Mohammad Saifuddin,629070,3,0,23,0,7.66,3,2,0,0,0,1
Mosaddek Hossain,550133,1,0,7,0,7.00,2,1,0,0,0,1
