Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Irfan,429981,4,0,31,2,7.75,14,5,1,0,0,0
Mohammad Ilyas,1159371,3,0,23,2,7.66,8,2,1,1,0,0
Sohail Tanvir,43265,3.3,1,13,4,3.71,16,2,0,2,0,0
Shahid Afridi,42639,4,0,31,1,7.75,10,5,0,0,0,0
Imran Tahir,40618,4,0,23,1,5.75,9,1,0,1,0,0
Hasan Ali,681305,3,0,22,1,7.33,10,4,0,2,0,1
Rahat Ali,323244,4,0,20,1,5.00,13,1,1,0,0,1
Wahab Riaz,43590,3.5,0,36,2,9.39,8,5,1,1,0,1
Shoaib Malik,42657,2,0,10,0,5.00,6,1,0,0,0,1
Mohammad Amir Khan,1206240,2,0,35,0,17.50,0,5,1,0,1,1
