Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Josh Lalor,272385,4,0,32,1,8.00,11,5,0,3,0,0
Mark Steketee,555853,4,0,48,1,12.00,7,5,2,1,0,0
Yasir Shah,43685,4,0,25,0,6.25,12,3,0,0,0,0
Ben Cutting,230371,4,0,50,0,12.50,0,7,0,0,0,0
Mitchell Swepson,590326,4,0,27,1,6.75,11,1,2,0,0,0
Tom Cooper,219885,2,0,15,0,7.50,6,1,1,0,0,1
Chris Tremain,553800,4,0,29,3,7.25,13,2,2,0,0,1
Kane Richardson,272262,4,0,35,4,8.75,13,1,4,0,0,1
Jack Wildermuth,570854,2,0,15,0,7.50,3,2,0,0,0,1
Jon Holland,230368,2,0,18,0,9.00,2,1,1,0,0,1
Dwayne Bravo,51439,3.5,0,25,3,6.52,7,0,0,1,0,1
Kieron Pollard,230559,2,0,23,0,11.50,3,2,1,1,0,1
