Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kyle Jarvis,332996,28,6,71,5,2.53,1,1,0
Tendai Chatara,425639,22.2,12,34,1,1.52,0,0,0
Donald Tiripano,392945,24.4,6,65,1,2.63,0,2,0
Sikandar Raza,299572,22,1,111,0,5.04,0,0,0
Sean Williams,55870,30,4,80,0,2.66,0,0,0
Brandon Mavuta,806239,31,1,137,0,4.41,0,0,0
Hamilton Masakadza,55608,2,0,7,0,3.50,0,0,0
Mustafizur Rahman,330902,21,8,58,0,2.76,0,0,1
Khaled Ahmed,927619,18,7,48,0,2.66,0,0,1
Taijul Islam,401057,40.3,10,107,5,2.64,0,0,1
Mehidy Hasan Miraz,629063,20,3,61,3,3.05,0,0,1
Mahmudullah,56025,2,0,14,0,7.00,0,0,1
Ariful Haque,270135,4,2,10,1,2.50,0,0,1
Kyle Jarvis,332996,11,2,27,2,2.45,0,0,2
Donald Tiripano,392945,11,1,31,2,2.81,0,0,2
Sean Williams,55870,16,2,69,1,4.31,1,0,2
Sikandar Raza,299572,7,0,39,1,5.57,0,0,2
Brandon Mavuta,806239,9,0,52,0,5.77,0,0,2
Mustafizur Rahman,330902,10,2,19,1,1.90,0,0,3
Taijul Islam,401057,37,5,93,2,2.51,0,0,3
Khaled Ahmed,927619,12,4,45,0,3.75,1,0,3
Mehidy Hasan Miraz,629063,18.1,5,38,5,2.09,0,0,3
Ariful Haque,270135,3,1,7,0,2.33,0,0,3
Mahmudullah,56025,1,0,1,0,1.00,0,0,3
Mominul Haque,373696,2,0,17,0,8.50,0,0,3
