Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tom Cooper,219885,2,0,26,0,13.00,0,0,0
James Pattinson,272465,4,0,44,3,11.00,1,0,0
Chris Tremain,553800,4,0,40,0,10.00,1,0,0
Sunil Narine,230558,4,0,37,1,9.25,0,0,0
Trent Lawford,685869,2,0,16,1,8.00,0,0,0
Brad Hogg,5681,4,0,33,0,8.25,0,0,0
Michael Beer,307495,4,0,32,3,8.00,0,0,1
Ben Hilfenhaus,5941,4,0,32,1,8.00,2,0,1
Scott Boland,446548,4,0,36,2,9.00,0,0,1
James Faulkner,270484,3,0,21,0,7.00,0,0,1
Adam Zampa,379504,4,0,19,3,4.75,0,0,1
Glenn Maxwell,325026,1,0,10,0,10.00,0,0,1
