Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Xavier Bartlett,1050545,3,0,22,2,7.33,8,4,0,0,0,0
Jack Wildermuth,570854,4,0,29,1,7.25,11,1,1,3,0,0
Mujeeb Ur Rahman,974109,4,0,15,5,3.75,14,1,0,1,0,0
Mark Steketee,555853,3.4,0,29,1,7.90,11,3,1,2,0,0
Lewis Gregory,362201,3,0,38,0,12.66,4,1,3,1,1,0
James Bazley,709675,2,0,15,0,7.50,4,2,0,0,0,0
Riley Meredith,961713,4,0,21,3,5.25,13,2,0,0,1,1
Scott Boland,446548,4,0,18,2,4.50,11,1,0,0,0,1
Keemo Paul,677081,3,0,41,1,13.66,3,5,1,1,2,1
Wil Parker,1216350,3,0,21,0,7.00,4,1,0,1,0,1
Nathan Ellis,826915,4,0,40,1,10.00,9,4,2,1,0,1
D'Arcy Short,308798,2,0,8,0,4.00,6,0,0,0,0,1
