Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Piyush Chawla,32966,4,0,33,1,8.25,10,4,1,0,0,0
Kuldeep Yadav,559235,2,0,22,0,11.00,2,0,2,0,0,0
Shivam Mavi,1079848,4,0,58,1,14.50,8,3,6,1,1,0
Sunil Narine,230558,3,0,35,0,11.66,4,1,3,0,0,0
Mitchell Johnson,6033,4,0,42,0,10.50,9,4,3,0,0,0
Andre Russell,276298,3,0,28,1,9.33,6,3,1,1,0,0
Trent Boult,277912,4,0,44,2,11.00,9,4,3,2,0,1
Glenn Maxwell,325026,2,0,22,2,11.00,3,2,1,0,0,1
Avesh Khan,694211,4,0,29,2,7.25,12,2,2,1,0,1
Liam Plunkett,19264,4,0,24,0,6.00,9,1,1,0,0,1
Amit Mishra,31107,4,1,23,2,5.75,10,2,0,0,0,1
Vijay Shankar,477021,1,0,10,0,10.00,1,0,1,0,0,1
Rahul Tewatia,423838,1,0,11,0,11.00,3,1,1,0,0,1
