Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jonathan Cook,1137279,4,0,36,1,9.00,3,4,0,0,0,0
Gurinder Sandhu,499660,3,0,23,0,7.66,6,1,1,0,0,0
Chris Tremain,553800,3,0,14,1,4.66,9,1,0,0,0,0
Daniel Sams,826901,3,0,16,1,5.33,6,1,0,0,0,0
Chris Morris,439952,2,0,9,1,4.50,7,1,0,0,0,0
Jhye Richardson,774223,3,0,13,1,4.33,9,1,0,0,0,1
Morne Morkel,46538,1,0,18,0,18.00,0,2,1,0,0,1
Fawad Ahmed,240609,3,0,15,1,5.00,5,0,0,0,0,1
Matthew Kelly,638912,1.4,0,21,0,12.60,1,2,1,0,0,1
Ashton Agar,505120,2,0,19,0,9.50,2,2,0,1,0,1
Mitchell Marsh,272450,1,0,10,0,10.00,1,0,1,0,0,1
