Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ishant Sharma,236779,12,6,20,2,1.66,0,0,0
Umesh Yadav,376116,14.3,3,47,2,3.24,0,0,0
Mohammed Shami,481896,13,5,27,3,2.07,1,0,0
Ravichandran Ashwin,26421,16,1,43,2,2.68,0,0,0
Ravindra Jadeja,234675,3,0,10,0,3.33,0,0,0
Ebadot Hossain,932355,31,5,115,1,3.70,3,0,1
Abu Jayed,410763,25,3,108,4,4.32,0,3,1
Taijul Islam,401057,28,4,120,0,4.28,0,0,1
Mehidy Hasan Miraz,629063,27,0,125,1,4.62,0,0,1
Mahmudullah,56025,3,0,24,0,8.00,0,0,1
Ishant Sharma,236779,11,3,31,1,2.81,0,0,2
Umesh Yadav,376116,14,1,51,2,3.64,1,0,2
Mohammed Shami,481896,16,7,31,4,1.93,0,1,2
Ravindra Jadeja,234675,14,2,47,0,3.35,0,0,2
Ravichandran Ashwin,26421,14.2,6,42,3,2.93,0,0,2
