Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
James Anderson,8608,29,13,40,6,1.37,0,0,0
Sam Curran,662973,18.3,3,60,1,3.24,0,0,0
Jack Leach,455524,38,5,119,0,3.13,0,0,0
Mark Wood,351588,28,4,84,3,3.00,1,1,0
Dom Bess,646847,26,2,76,0,2.92,0,0,0
Suranga Lakmal,49619,16,7,31,0,1.93,0,0,1
Lasith Embuldeniya,848109,42,6,137,7,3.26,0,4,1
Asitha Fernando,786925,10,2,31,0,3.10,0,0,1
Dilruwan Perera,49920,32.1,4,86,1,2.67,0,1,1
Ramesh Mendis,629084,16,1,48,1,3.00,0,0,1
James Anderson,8608,2,0,6,0,3.00,0,0,2
Sam Curran,662973,2,0,9,0,4.50,0,0,2
Dom Bess,646847,16,1,49,4,3.06,0,0,2
Jack Leach,455524,14,1,59,4,4.21,0,1,2
Joe Root,303669,1.5,1,0,2,0.00,0,0,2
Lasith Embuldeniya,848109,20,3,73,3,3.65,0,2,3
Dilruwan Perera,49920,13.3,1,39,0,2.88,0,1,3
Ramesh Mendis,629084,10,0,48,1,4.80,0,0,3
