Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Starc,311592,10,1,57,2,5.70,33,5,1,2,0,0
Josh Hazlewood,288284,10,1,53,1,5.30,35,5,2,1,0,0
Pat Cummins,489889,10,2,67,0,6.70,33,10,1,2,0,0
Marcus Stoinis,325012,7,0,70,2,10.00,16,8,3,0,0,0
Adam Zampa,379504,6,0,32,0,5.33,16,0,2,0,0,0
Glenn Maxwell,325026,7,0,38,0,5.42,18,3,0,1,0,0
Dale Steyn,47492,10,0,45,3,4.50,37,3,1,3,0,1
Lungi Ngidi,542023,10,0,56,1,5.60,30,5,1,1,0,1
Kagiso Rabada,550215,10,3,40,3,4.00,38,2,1,3,0,1
Imran Tahir,40618,7,0,58,0,8.28,13,4,3,1,0,1
Dwaine Pretorius,327830,10,0,61,2,6.10,27,3,3,0,0,1
Aiden Markram,600498,3,0,18,0,6.00,6,2,0,0,0,1
