Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,5,1,48,0,9.60,15,5,3,3,0,0
Mohammed Shami,481896,7,1,50,2,7.14,20,4,2,1,1,0
Khaleel Ahmed,942645,7,0,68,3,9.71,19,7,4,0,0,0
Yuzvendra Chahal,430246,7,0,32,1,4.57,21,1,1,1,0,0
Kedar Jadhav,290716,4,0,13,0,3.25,14,1,0,0,0,0
Ravindra Jadeja,234675,5,0,26,1,5.20,15,0,2,1,0,0
Kemar Roach,230553,7,0,53,1,7.57,15,8,0,1,0,1
Jason Holder,391485,4,0,39,0,9.75,5,6,0,0,0,1
Keemo Paul,677081,5,0,39,0,7.80,10,4,0,4,0,1
Fabian Allen,670013,6,0,40,2,6.66,16,2,2,0,0,1
Roston Chase,391832,7,0,43,0,6.14,18,1,3,0,0,1
Carlos Brathwaite,457249,3.3,0,38,0,10.85,3,4,1,2,0,1
