Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shaheen Shah Afridi,1072470,4,0,62,1,15.50,0,0,0
Rahat Ali,323244,2,0,27,0,13.50,0,0,0
Sandeep Lamichhane,960361,4,0,46,1,11.50,0,0,0
Agha Salman,623977,2,0,14,0,7.00,0,0,0
David Wiese,221140,4,0,44,1,11.00,2,0,0
Haris Rauf,1161606,4,0,40,0,10.00,1,0,0
Mohammad Sami,41324,4,0,34,0,8.50,0,0,1
Muhammad Musa,1072472,3,0,46,0,15.33,0,0,1
Rumman Raees,448243,4,0,45,1,11.25,2,2,1
Faheem Ashraf,681117,4,0,19,6,4.75,0,0,1
Shadab Khan,922943,4,0,37,1,9.25,1,0,1
Hussain Talat,628240,1,0,5,0,5.00,0,0,1
