Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,10,1,30,4,3.00,2,0,0
Boyd Rankin,24599,10,2,22,0,2.20,1,0,0
Peter Chase,524845,10,1,45,1,4.50,3,0,0
Kevin O'Brien,24605,10,0,45,1,4.50,0,0,0
Andy McBrine,417381,4,0,22,0,5.50,1,0,0
Simi Singh,1005257,6,0,17,1,2.83,0,0,0
Mujeeb Ur Rahman,974109,10,0,41,1,4.09,0,0,1
Aftab Alam,440963,8,1,32,1,4.00,1,0,1
Gulbadin Naib,352048,7,0,28,0,4.00,0,0,1
Mohammad Nabi,25913,8.5,2,38,2,4.30,1,0,1
Rashid Khan,793463,10,0,37,3,3.70,4,0,1
