Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Imad Wasim,227758,3,0,15,2,5.00,0,0,0
Mohammad Amir,290948,3,0,28,0,9.33,4,0,0
Usman Shinwari,697279,2,0,12,1,6.00,0,0,0
Kashif Bhatti,41244,2,0,24,0,12.00,0,0,0
Usama Mir,647667,3,0,10,2,3.33,0,0,0
Mohammad Irfan,429981,3,0,7,2,2.33,0,0,1
Mohammad Sami,41324,1,0,18,0,18.00,0,1,1
Imran Khalid,40869,2,0,10,1,5.00,0,0,1
Shadab Khan,922943,1,0,14,0,14.00,0,0,1
Saeed Ajmal,42699,1.4,0,10,0,6.00,1,0,1
Shane Watson,8180,1,0,9,0,9.00,0,0,1
