Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,9.5,2,39,3,3.96,0,0,0
Mark Adair,526441,9,0,53,2,5.88,2,0,0
Boyd Rankin,24599,10,0,39,2,3.90,1,0,0
Shane Getkate,303508,10,1,30,2,3.00,2,0,0
Kevin O'Brien,24605,8,0,25,0,3.12,0,0,0
Kyle Jarvis,332996,8,0,29,0,3.62,0,0,1
Tendai Chatara,425639,9.2,1,32,1,3.42,0,0,1
Chris Mpofu,55633,7,0,38,0,5.42,0,0,1
Sean Williams,55870,4,0,14,1,3.50,0,0,1
Solomon Mire,290462,4,0,22,1,5.50,1,0,1
Sikandar Raza,299572,2,0,14,0,7.00,0,0,1
Hamilton Masakadza,55608,3,0,14,0,4.66,0,0,1
Ryan Burl,495964,4,0,21,1,5.25,0,0,1
