Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kagiso Rabada,550215,23,7,85,3,3.69,0,1,0
Lungi Ngidi,542023,20,5,83,0,4.15,0,0,0
Anrich Nortje,481979,24.3,5,79,1,3.22,0,0,0
George Linde,481875,31,2,133,4,4.29,0,0,0
Dane Piedt,379926,18,3,101,1,5.61,0,0,0
Mohammed Shami,481896,10,4,22,2,2.20,0,0,1
Umesh Yadav,376116,9,1,40,3,4.44,0,0,1
Shahbaz Nadeem,31872,11.2,4,22,2,1.94,0,1,1
Ravindra Jadeja,234675,14,3,19,2,1.35,0,0,1
Ravichandran Ashwin,26421,12,1,48,0,4.00,0,0,1
Mohammed Shami,481896,10,6,10,3,1.00,0,0,2
Umesh Yadav,376116,9,1,35,2,3.88,0,0,2
Ravindra Jadeja,234675,13,5,36,1,2.76,0,0,2
Shahbaz Nadeem,31872,6,1,18,2,3.00,0,0,2
Ravichandran Ashwin,26421,10,3,28,1,2.80,0,0,2
