Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Amir,290948,9,2,57,1,6.33,28,8,0,1,0,0
Rumman Raees,448243,10,0,68,1,6.80,23,3,2,2,0,0
Hasan Ali,681305,10,0,61,3,6.10,26,5,1,0,0,0
Shadab Khan,922943,9,0,49,0,5.44,21,2,1,1,0,0
Faheem Ashraf,681117,9,0,58,1,6.44,25,7,0,2,0,0
Fakhar Zaman,512191,3,0,19,1,6.33,5,0,1,0,0,0
Tim Southee,232364,6.1,0,22,3,3.56,27,3,0,2,0,1
Trent Boult,277912,6,1,35,2,5.83,24,7,0,2,0,1
Lockie Ferguson,493773,7,0,40,0,5.71,18,2,1,3,0,1
Mitchell Santner,502714,6,1,39,0,6.50,22,2,3,3,0,1
Todd Astle,213674,5,0,29,1,5.80,14,2,1,0,0,1
