Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Stuart Broad,10617,9,3,20,3,2.22,0,0,0
Sam Curran,662973,4,2,8,0,2.00,0,0,0
Mark Wood,351588,6,1,21,0,3.50,0,0,0
Dom Bess,646847,10.1,3,30,5,2.95,0,0,0
Jack Leach,455524,17,2,55,1,3.23,0,1,0
Lasith Embuldeniya,848109,45,4,176,3,3.91,0,2,1
Asitha Fernando,786925,14,1,44,2,3.14,0,0,1
PWH de Silva,784379,15,1,63,0,4.20,0,2,1
Dilruwan Perera,49920,36.1,2,109,4,3.01,0,2,1
Dasun Shanaka,437316,7,1,22,0,3.14,0,0,1
Stuart Broad,10617,17,11,14,0,0.82,0,0,2
Sam Curran,662973,11,1,37,2,3.36,0,1,2
Dom Bess,646847,33,4,100,3,3.03,0,0,2
Mark Wood,351588,21,5,49,0,2.33,0,0,2
Jack Leach,455524,41.5,6,122,5,2.91,0,1,2
Joe Root,303669,11,1,19,0,1.72,0,0,2
Dan Lawrence,641423,2,0,10,0,5.00,0,1,2
Lasith Embuldeniya,848109,12,3,29,2,2.41,0,0,3
Dilruwan Perera,49920,11.2,2,34,0,3.00,0,0,3
PWH de Silva,784379,1,0,4,0,4.00,0,0,3
