Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sam Curran,662973,2,0,24,0,12.00,2,2,1,0,0,0
Jofra Archer,669855,4,0,18,1,4.50,12,1,0,1,0,0
Tom Curran,550235,4,0,37,1,9.25,6,4,1,1,0,0
Chris Jordan,288992,4,0,29,1,7.25,7,2,0,1,0,0
Adil Rashid,244497,4,0,23,2,5.75,10,1,0,1,0,0
Ben Stokes,311158,2,0,14,0,7.00,4,1,0,1,0,0
George Linde,481875,4,0,27,0,6.75,10,4,0,1,0,1
Kagiso Rabada,550215,3.5,0,25,1,6.52,9,3,0,0,0,1
Anrich Nortje,481979,4,0,21,0,5.25,12,3,0,0,0,1
Lungi Ngidi,542023,4,0,51,2,12.75,8,7,2,2,0,1
Tabraiz Shamsi,379145,4,0,19,3,4.75,10,0,1,0,0,1
