Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shannon Gabriel,446101,26,7,93,3,3.57,0,0,0
Jason Holder,391485,27,6,85,0,3.14,0,0,0
Alzarri Joseph,670031,22,2,109,3,4.95,3,0,0
Chemar Holder,914519,26,1,110,2,4.23,2,0,0
Roston Chase,391832,13,1,54,2,4.15,0,0,0
Tim Southee,232364,17.4,6,32,5,1.81,0,0,1
Trent Boult,277912,14,5,34,0,2.42,0,0,1
Neil Wagner,233713,12,5,28,0,2.33,0,1,1
Kyle Jamieson,625960,13,4,34,5,2.61,1,0,1
Tim Southee,232364,22,4,96,2,4.36,0,0,2
Trent Boult,277912,21,3,96,3,4.57,0,0,2
Kyle Jamieson,625960,15,4,43,2,2.86,1,0,2
Neil Wagner,233713,17.1,4,54,3,3.14,0,1,2
Daryl Mitchell,381743,4,0,20,0,5.00,0,0,2
