Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Oshane Thomas,914567,4,1,27,0,6.75,13,3,1,0,1,0
Keemo Paul,677081,4,0,30,0,7.50,6,1,0,2,1,0
Khary Pierre,581160,4,0,49,1,12.25,5,3,3,3,0,0
Carlos Brathwaite,457249,4,0,56,0,14.00,1,6,2,1,0,0
Fabian Allen,670013,4,0,33,1,8.25,8,1,2,1,0,0
Bhuvneshwar Kumar,326016,4,0,12,2,3.00,18,0,1,0,0,1
Khaleel Ahmed,942645,4,0,30,2,7.50,11,5,0,1,0,1
Jasprit Bumrah,625383,4,0,20,2,5.00,14,3,0,1,0,1
Krunal Pandya,471342,4,0,23,0,5.75,12,1,0,2,0,1
Kuldeep Yadav,559235,4,0,32,2,8.00,14,2,3,0,0,1
