Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Daniel Worrall,557298,3,0,15,1,5.00,8,1,0,0,0,0
Glenn Maxwell,325026,2,0,11,0,5.50,4,1,0,0,0,0
Sandeep Lamichhane,960361,3,0,38,2,12.66,4,1,4,0,0,0
Clint Hinchliffe,774217,2,0,19,0,9.50,2,0,1,0,0,0
Jonathan Merlo,1088618,2,0,21,0,10.50,3,0,2,0,0,0
Lance Morris,1125317,2,0,38,0,19.00,0,2,3,2,1,0
Jackson Bird,215152,2,0,29,0,14.50,3,3,2,1,0,1
Steve O'Keefe,7069,3,0,23,0,7.66,5,1,0,1,0,1
Ben Dwarshuis,679567,3,1,20,2,6.66,9,2,0,0,1,1
Nathan Lyon,272279,3,0,28,1,9.33,7,2,2,0,0,1
Tom Curran,550235,3,0,23,2,7.66,7,0,1,1,0,1
