Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Michael Neser,376169,4,0,37,2,9.25,3,1,0
Billy Stanlake,533042,4,0,34,0,8.50,3,0,0
Chris Jordan,288992,4,0,48,2,12.00,2,0,0
Kane Richardson,272262,4,0,38,1,9.50,0,0,0
Liam O'Connor,334388,3,0,22,0,7.33,0,0,0
Kieron Pollard,230559,1,0,10,1,10.00,1,0,0
David Willey,308251,4,0,15,2,3.75,1,0,1
Ashton Turner,500268,2,0,6,0,3.00,0,0,1
Jhye Richardson,774223,3,0,32,2,10.66,2,0,1
Andrew Tye,459508,4,0,25,0,6.25,0,0,1
Mitchell Johnson,6033,4,0,33,3,8.25,1,0,1
Mitchell Marsh,272450,1,0,11,0,11.00,0,0,1
Ashton Agar,505120,2,0,25,1,12.50,0,0,1
