Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Josh Little,928067,4,0,49,1,12.25,10,3,5,1,0,0
Boyd Rankin,24599,4,0,35,1,8.75,10,3,2,0,0,0
Peter Chase,524845,3,0,43,1,14.33,5,5,3,0,0,0
George Dockrell,348034,2,0,24,0,12.00,1,2,1,1,0,0
Shane Getkate,303508,3,0,48,0,16.00,2,3,4,3,0,0
Simi Singh,1005257,1,0,16,0,16.00,0,3,0,1,0,0
Paul Stirling,303427,1,0,24,0,24.00,1,0,3,4,0,0
Kevin O'Brien,24605,2,0,35,0,17.50,1,0,4,4,0,0
Mujeeb Ur Rahman,974109,4,0,30,1,7.50,10,1,1,3,0,1
Fareed Ahmad,568136,3,0,45,1,15.00,5,10,0,1,0,1
Mohammad Nabi,25913,3,0,36,0,12.00,2,1,3,1,0,1
Karim Janat,793467,4,0,30,0,7.50,8,2,1,1,0,1
Samiullah Shinwari,318339,2,0,28,0,14.00,0,2,2,0,0,1
Rashid Khan,793463,4,0,25,4,6.25,7,1,1,0,0,1
