Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Prasidh Krishna,917159,4,0,31,0,7.75,10,2,1,2,1,0
Piyush Chawla,32966,3,0,23,1,7.66,10,3,1,0,0,0
Lockie Ferguson,493773,4,0,34,0,8.50,5,3,0,0,0,0
Sunil Narine,230558,3,0,29,0,9.66,5,3,1,0,0,0
Kuldeep Yadav,559235,2,0,18,0,9.00,2,1,1,0,0,0
Andre Russell,276298,3,0,32,2,10.66,3,2,2,0,0,0
Nitish Rana,604527,1,0,9,0,9.00,0,1,0,0,0,0
Bhuvneshwar Kumar,326016,4,0,37,0,9.25,10,4,2,0,0,1
Shakib Al Hasan,56143,3.4,0,42,1,11.45,10,1,5,1,0,1
Sandeep Sharma,438362,4,0,42,1,10.50,7,4,2,2,0,1
Siddarth Kaul,326017,4,0,35,1,8.75,6,2,2,0,0,1
Rashid Khan,793463,4,0,26,1,6.50,10,4,0,0,0,1
