Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jofra Archer,669855,10,0,62,1,6.20,31,6,2,2,0,0
Mark Wood,351588,10,0,71,2,7.10,28,8,2,0,0,0
Joe Denly,12454,5,0,27,0,5.40,10,2,0,0,0,0
Tom Curran,550235,10,0,75,4,7.50,24,8,1,4,0,0
Adil Rashid,244497,7,0,49,0,7.00,12,3,1,0,0,0
Ben Stokes,311158,4,0,22,0,5.50,10,2,0,1,0,0
Moeen Ali,8917,4,0,30,0,7.50,5,0,2,0,0,0
Junaid Khan,259551,10,0,85,1,8.50,20,8,3,1,0,1
Hasan Ali,681305,9.3,0,57,1,6.00,26,5,0,5,0,1
Imad Wasim,227758,10,0,62,2,6.20,25,5,1,1,0,1
Mohammad Hasnain,1158100,10,0,80,2,8.00,23,11,1,1,0,1
Mohammad Hafeez,41434,8,0,48,0,6.00,18,2,2,0,0,1
Shoaib Malik,42657,2,0,4,1,2.00,8,0,0,0,0,1
