Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sheldon Cottrell,495551,4,0,38,2,9.50,11,7,0,0,1,0
Oshane Thomas,914567,4,0,43,1,10.75,7,4,2,0,1,0
Carlos Brathwaite,457249,4,0,43,0,10.75,8,2,3,5,0,0
Fabian Allen,670013,4,0,29,1,7.25,6,1,1,2,0,0
Keemo Paul,677081,4,0,54,0,13.50,2,8,0,3,0,0
Abu Hider,550137,4,0,33,1,8.25,13,5,1,1,0,1
Mohammad Saifuddin,629070,4,0,42,0,10.50,5,4,1,0,0,1
Mustafizur Rahman,330902,4,0,50,2,12.50,8,5,2,2,0,1
Shakib Al Hasan,56143,4,0,20,5,5.00,12,0,1,1,0,1
Mehidy Hasan Miraz,629063,3,0,23,1,7.66,7,1,1,0,0,1
Mahmudullah,56025,0.2,0,1,1,3.00,1,0,0,0,0,1
