Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kagiso Rabada,550215,4,0,41,1,10.25,6,6,0,1,0,0
Sandeep Lamichhane,960361,4,0,29,1,7.25,12,2,2,0,0,0
Chris Morris,439952,4,0,35,1,8.75,10,5,1,0,0,0
Harshal Patel,390481,4,0,40,2,10.00,7,2,3,1,1,0
Amit Mishra,31107,4,0,36,1,9.00,10,2,3,1,0,0
Prasidh Krishna,917159,4,0,33,0,8.25,8,5,0,1,0,1
Lockie Ferguson,493773,4,0,38,1,9.50,7,6,0,2,0,1
Piyush Chawla,32966,4,0,36,1,9.00,5,2,2,0,0,1
Andre Russell,276298,3,0,28,1,9.33,7,4,1,0,0,1
Kuldeep Yadav,559235,4,0,41,2,10.25,6,2,3,0,0,1
Nitish Rana,604527,1,0,8,0,8.00,2,1,0,0,0,1
