Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,3,0,12,1,4.00,9,1,0,0,0,0
Mohammad Hafeez,41434,1,0,8,0,8.00,3,0,1,0,0,0
Sohail Tanvir,43265,4,0,21,1,5.25,12,2,0,1,1,0
Hasan Ali,681305,4,0,25,1,6.25,13,2,1,0,0,0
Shadab Khan,922943,4,0,7,3,1.75,17,0,0,0,0,0
Wahab Riaz,43590,4,0,35,1,8.75,11,3,2,2,0,0
Samuel Badree,51433,4,0,24,1,6.00,14,2,1,1,0,1
Jason Holder,391485,3.1,0,27,2,8.52,8,5,0,0,0,1
Sunil Narine,230558,4,0,22,0,5.50,10,2,0,0,0,1
Carlos Brathwaite,457249,3,0,18,1,6.00,6,0,1,0,0,1
Kesrick Williams,450075,2,0,14,0,7.00,6,1,0,1,1,1
Kieron Pollard,230559,1,0,10,0,10.00,1,1,0,1,0,1
