Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sikandar Raza,299572,3,0,26,0,8.66,7,3,1,0,0,0
Richard Ngarava,806241,4,0,31,1,7.75,12,4,1,0,1,0
Blessing Muzarabani,827051,4,0,44,2,11.00,10,4,3,1,1,0
Brandon Mavuta,806239,3,0,42,0,14.00,2,0,4,1,0,0
Donald Tiripano,392945,2,0,30,1,15.00,2,2,2,2,0,0
Sean Williams,55870,2,0,13,0,6.50,5,2,0,0,0,0
Ryan Burl,495964,2,0,7,1,3.50,6,0,0,0,0,0
Naveen-ul-Haq,793447,3,0,28,2,9.33,4,4,0,1,0,1
Mohammad Nabi,25913,3,0,20,2,6.66,5,1,0,0,0,1
Amir Hamza,402245,2,0,17,1,8.50,4,3,0,0,0,1
Fareed Ahmad,568136,3,0,21,1,7.00,4,2,0,1,0,1
Karim Janat,793467,3.1,0,27,1,8.52,5,3,0,3,0,1
Rashid Khan,793463,3,0,30,3,10.00,8,0,4,0,0,1
