Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Irfan,429981,4,0,27,2,6.75,0,0,0
Mohammad Sami,41324,4,0,16,2,4.00,0,0,0
Shane Watson,8180,4,0,44,4,11.00,4,0,0
Saeed Ajmal,42699,4,0,44,1,11.00,0,0,0
Imran Khalid,40869,2,0,23,0,11.50,0,0,0
Amad Butt,717373,2,0,25,0,12.50,0,0,0
Junaid Khan,259551,4,0,52,1,13.00,1,1,1
Hasan Ali,681305,4,0,33,1,8.25,0,1,1
Chris Jordan,288992,3.4,0,30,1,8.18,2,0,1
Shahid Afridi,42639,3,0,29,0,9.66,2,0,1
Daren Sammy,53115,3,0,25,0,8.33,0,0,1
