Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,29,11,55,2,1.89,0,2,0
Lahiru Gamage,268845,26,6,67,0,2.57,0,2,0
Dilruwan Perera,49920,35,5,84,0,2.40,0,0,0
Lahiru Kumara,784375,31,4,95,4,3.06,2,0,0
Rangana Herath,49178,32,9,67,1,2.09,0,0,0
Kusal Mendis,629074,1,0,12,0,12.00,0,0,0
Kemar Roach,230553,10,3,34,2,3.40,1,1,1
Shannon Gabriel,446101,13,0,48,2,3.69,1,2,1
Miguel Cummins,556749,12.4,4,39,3,3.07,1,2,1
Jason Holder,391485,7,1,15,1,2.14,0,1,1
Devendra Bishoo,341593,13,2,25,1,1.92,0,0,1
Suranga Lakmal,49619,12,2,32,1,2.66,0,1,2
Lahiru Gamage,268845,15,3,43,0,2.86,0,0,2
Rangana Herath,49178,24,5,52,2,2.16,0,0,2
Lahiru Kumara,784375,9,0,40,3,4.44,0,0,2
Dilruwan Perera,49920,12,1,50,1,4.16,0,0,2
Kemar Roach,230553,15,3,57,0,3.80,0,2,3
Shannon Gabriel,446101,15,2,52,2,3.46,0,4,3
Jason Holder,391485,14,6,24,1,1.71,0,1,3
Miguel Cummins,556749,12,4,23,0,1.91,0,0,3
Devendra Bishoo,341593,19,2,48,3,2.52,0,0,3
Roston Chase,391832,8.2,1,15,4,1.80,0,0,3
