Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shakib Al Hasan,56143,10,0,71,0,7.10,28,7,2,2,0,0
Mashrafe Mortaza,56007,10,0,68,1,6.80,24,6,2,0,0,0
Mohammad Saifuddin,629070,9,0,78,2,8.66,18,7,2,2,0,0
Mustafizur Rahman,330902,9,0,75,1,8.33,19,4,3,2,1,0
Mehidy Hasan Miraz,629063,10,0,67,2,6.70,22,3,3,1,0,0
Mosaddek Hossain,550133,2,0,24,0,12.00,1,1,2,0,0,0
Chris Woakes,247235,8,0,67,0,8.37,13,9,0,0,0,1
Jofra Archer,669855,8.5,2,29,3,3.28,37,0,1,1,0,1
Liam Plunkett,19264,8,0,36,1,4.50,17,1,0,2,0,1
Mark Wood,351588,8,0,52,2,6.50,16,6,0,0,0,1
Adil Rashid,244497,10,0,64,1,6.40,22,5,1,2,0,1
Ben Stokes,311158,6,1,23,3,3.83,20,1,0,1,0,1
