Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Naseem Shah,1158088,2,0,6,0,3.00,9,1,0,0,0,0
Sohail Khan,317252,3,0,38,1,12.66,6,7,0,2,0,0
Tymal Mills,459257,3,0,33,0,11.00,3,3,1,0,0,0
Mohammad Hasnain,1158100,3,0,34,4,11.33,7,4,2,0,0,0
Mohammad Nawaz,348148,2,0,26,0,13.00,2,2,2,0,0,0
Ben Cutting,230371,2,0,30,1,15.00,1,0,3,1,1,0
Wahab Riaz,43590,3,0,21,3,7.00,11,3,0,1,0,1
Rahat Ali,323244,3,0,34,2,11.33,6,4,1,1,0,1
Hasan Ali,681305,3,0,15,1,5.00,10,2,0,0,0,1
Yasir Shah,43685,3,0,28,1,9.33,5,1,2,0,0,1
Lewis Gregory,362201,3,0,38,0,12.66,4,1,4,0,0,1
