Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Umesh Yadav,376116,17,2,56,1,3.29,0,0,0
Ishant Sharma,236779,17,1,46,1,2.70,0,0,0
Ravichandran Ashwin,26421,26,7,62,4,2.38,0,0,0
Mohammed Shami,481896,19.4,2,64,3,3.25,0,0,0
Hardik Pandya,625371,10,1,46,0,4.59,0,0,0
James Anderson,8608,22,7,41,2,1.86,0,0,1
Stuart Broad,10617,10,2,40,0,4.00,0,3,1
Sam Curran,662973,17,1,74,4,4.35,1,0,1
Adil Rashid,244497,8,0,31,2,3.87,0,0,1
Ben Stokes,311158,19,4,73,2,3.84,0,1,1
Mohammed Shami,481896,12,2,38,0,3.16,0,0,2
Ravichandran Ashwin,26421,21,4,59,3,2.80,0,0,2
Ishant Sharma,236779,13,0,51,5,3.92,0,1,2
Umesh Yadav,376116,7,1,20,2,2.85,0,0,2
James Anderson,8608,16,2,50,2,3.12,0,0,3
Stuart Broad,10617,14,2,43,2,3.07,0,0,3
Ben Stokes,311158,14.2,2,40,4,2.79,0,0,3
Sam Curran,662973,6,0,18,1,3.00,0,0,3
Adil Rashid,244497,4,1,9,1,2.25,0,0,3
