Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Craig Young,364343,3,0,20,2,6.66,10,4,0,0,0,0
Tyrone Kane,571707,2,0,18,0,9.00,4,3,0,1,0,0
Mark Adair,526441,3,0,40,4,13.33,6,6,2,0,0,0
Shane Getkate,303508,3,0,28,1,9.33,7,1,2,1,0,0
Gareth Delany,1099379,2,0,25,0,12.50,3,2,2,0,0,0
Kyle Jarvis,332996,2.5,0,35,0,12.35,4,4,1,1,1,1
Sean Williams,55870,2,0,23,0,11.50,2,4,0,1,0,1
Tendai Chatara,425639,2,0,23,1,11.50,4,3,1,1,0,1
Chris Mpofu,55633,2,0,20,0,10.00,3,2,1,0,0,1
Ryan Burl,495964,1,0,19,0,19.00,0,1,2,0,0,1
Sikandar Raza,299572,1,0,14,0,14.00,2,0,2,0,0,1
