Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,10,2,28,3,2.80,0,0,0
George Dockrell,348034,9,0,57,0,6.33,0,0,0
Boyd Rankin,24599,10,1,44,4,4.40,1,0,0
Kevin O'Brien,24605,10,1,50,1,5.00,3,0,0
Simi Singh,1005257,5,0,36,0,7.20,0,0,0
Paul Stirling,303427,6,0,17,0,2.83,0,0,0
Dawlat Zadran,516561,6,3,13,2,2.16,2,0,1
Mujeeb Ur Rahman,974109,10,2,24,4,2.40,1,0,1
Gulbadin Naib,352048,3,0,11,0,3.66,1,0,1
Mohammad Nabi,25913,5,0,14,1,2.80,0,0,1
Rashid Khan,793463,6.4,0,28,3,4.20,0,0,1
Javed Ahmadi,308235,1,0,7,0,7.00,0,0,1
