Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Nitish Rana,604527,1,0,5,0,5.00,4,1,0,0,0,0
Prasidh Krishna,917159,4,0,30,4,7.50,10,3,1,2,0,0
Andre Russell,276298,3,0,31,1,10.33,10,5,1,1,1,0
Sunil Narine,230558,4,0,23,1,5.75,10,0,1,2,0,0
Piyush Chawla,32966,2,0,19,0,9.50,2,2,0,0,0,0
Kuldeep Yadav,559235,4,0,35,1,8.75,4,3,1,0,0,0
Javon Searles,230554,2,0,24,1,12.00,2,0,2,0,0,0
Bhuvneshwar Kumar,326016,4,0,33,0,8.25,9,3,1,1,0,1
Sandeep Sharma,438362,2,0,30,0,15.00,4,3,2,2,0,1
Siddarth Kaul,326017,4,0,26,2,6.50,13,3,1,1,0,1
Shakib Al Hasan,56143,3,0,30,1,10.00,4,2,2,0,0,1
Rashid Khan,793463,4,0,31,0,7.75,4,1,1,0,0,1
Carlos Brathwaite,457249,2.4,0,21,2,7.87,7,2,1,1,0,1
