Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,10,0,55,1,5.50,0,0,0
George Dockrell,348034,10,1,68,1,6.80,1,0,0
Peter Chase,524845,10,0,69,1,6.90,2,1,0
Jacob Mulder,1005369,2,0,18,0,9.00,0,0,0
Kevin O'Brien,24605,10,0,47,3,4.70,0,0,0
Paul Stirling,303427,5,0,20,0,4.00,0,0,0
Stuart Thompson,414821,3,0,14,0,4.66,0,0,0
Amir Hamza,402245,10,0,57,2,5.70,1,0,1
Dawlat Zadran,516561,8.5,0,53,4,6.00,2,2,1
Gulbadin Naib,352048,9,0,54,0,6.00,1,1,1
Mohammad Nabi,25913,9,0,38,0,4.22,0,0,1
Rashid Khan,793463,9,0,48,4,5.33,1,0,1
Samiullah Shinwari,318339,1,0,11,0,11.00,0,0,1
