Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sheldon Cottrell,495551,9,0,59,1,6.55,29,5,2,2,1,0
Jason Holder,391485,10,0,55,2,5.50,31,5,1,2,0,0
Devendra Bishoo,341593,10,1,42,1,4.20,29,1,1,2,0,0
Keemo Paul,677081,9,0,77,0,8.55,14,9,1,1,0,0
Ashley Nurse,315594,10,1,53,2,5.30,29,2,2,2,0,0
Chris Gayle,51880,2,0,14,0,7.00,3,1,0,2,0,0
Mashrafe Mortaza,56007,10,0,63,2,6.30,20,4,1,1,0,1
Mehidy Hasan Miraz,629063,10,0,45,1,4.50,33,2,1,4,0,1
Mustafizur Rahman,330902,10,0,63,1,6.30,30,4,4,1,0,1
Mosaddek Hossain,550133,1,0,10,0,10.00,1,0,1,0,0,1
Mahmudullah,56025,2,0,20,0,10.00,5,1,2,0,0,1
Rubel Hossain,300619,7,0,34,1,4.85,22,4,0,0,0,1
Shakib Al Hasan,56143,10,0,45,0,4.50,30,4,0,1,0,1
