Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Saqib Mahmood,643885,4,0,37,0,9.25,4,4,0,1,0,0
Moeen Ali,8917,1,0,10,1,10.00,1,0,1,0,0,0
Chris Jordan,288992,4,0,29,2,7.25,9,2,1,0,0,0
Tom Curran,550235,4,0,32,1,8.00,8,2,2,0,0,0
Lewis Gregory,362201,4,0,41,0,10.25,6,4,1,1,1,0
Adil Rashid,244497,3,0,40,0,13.33,5,2,3,2,0,0
Shaheen Shah Afridi,1072470,4,0,28,2,7.00,12,3,1,0,0,1
Imad Wasim,227758,4,0,35,1,8.75,11,5,1,0,0,1
Haris Rauf,1161606,4,0,41,1,10.25,7,5,1,0,1,1
Wahab Riaz,43590,4,0,26,2,6.50,9,2,0,1,1,1
Shadab Khan,922943,4,0,48,0,12.00,6,2,4,1,0,1
