Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammed Shami,481896,10,2,33,0,3.30,40,2,0,0,0,0
Umesh Yadav,376116,10,1,36,3,3.60,38,0,1,6,0,0
Ravindra Jadeja,234675,10,0,48,0,4.80,33,4,1,0,0,0
Hardik Pandya,625371,10,0,40,3,4.00,34,3,0,4,0,0
Kuldeep Yadav,559235,10,1,31,2,3.10,37,2,0,0,0,0
Alzarri Joseph,670031,9,2,46,2,5.11,34,6,0,4,0,1
Jason Holder,391485,9.4,2,27,5,2.79,43,2,0,2,0,1
Kesrick Williams,450075,10,0,29,1,2.90,37,0,0,3,0,1
Devendra Bishoo,341593,10,1,31,1,3.10,36,1,0,0,0,1
Ashley Nurse,315594,10,0,29,1,2.90,37,0,0,0,0,1
Roston Chase,391832,1,0,16,0,16.00,0,1,1,1,0,1
