Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Trent Boult,277912,4,0,40,1,10.00,9,8,0,1,0,0
Piyush Chawla,32966,4,0,33,1,8.25,7,1,2,1,0,0
Sunil Narine,230558,4,0,33,0,8.25,7,5,0,0,0,0
Chris Woakes,247235,3,0,35,0,11.66,5,5,1,0,0,0
Kuldeep Yadav,559235,4,0,25,2,6.25,8,1,1,0,0,0
Yusuf Pathan,32498,1,0,15,0,15.00,1,0,2,0,0,0
Praveen Kumar,30732,2,0,13,0,6.50,2,1,0,0,0,1
Dhawal Kulkarni,277955,2.5,0,42,0,14.82,3,3,3,2,0,1
Manpreet Gony,317293,2,0,32,0,16.00,4,5,1,3,0,1
Shivil Kaushik,917213,4,0,40,0,10.00,10,7,1,0,0,1
Dwayne Smith,53118,1,0,23,0,23.00,1,1,3,0,0,1
Shadab Jakati,29655,3,0,30,0,10.00,2,1,0,2,0,1
