Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jhye Richardson,774223,4,0,26,1,6.50,9,2,0,3,0,0
Matthew Kelly,638912,4,0,50,1,12.50,5,4,2,2,1,0
Chris Jordan,288992,4,0,29,3,7.25,6,1,1,0,0,0
Ashton Agar,505120,4,0,36,1,9.00,3,3,1,0,0,0
Fawad Ahmed,240609,4,0,31,1,7.75,5,2,1,0,0,0
Ben Dwarshuis,679567,3.1,0,17,2,5.36,10,2,0,1,0,1
Jackson Bird,215152,4,0,33,3,8.25,12,3,2,2,0,1
Tom Curran,550235,3,0,27,1,9.00,7,2,1,1,0,1
Sean Abbott,398666,4,0,30,3,7.50,13,1,2,2,0,1
Lloyd Pope,1076721,4,0,15,1,3.75,11,0,0,0,0,1
