Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Daniel Worrall,557298,4,0,45,1,11.25,6,5,0,4,0,0
Dale Steyn,47492,3,0,29,1,9.66,8,2,2,0,0,0
Adam Zampa,379504,4,0,26,1,6.50,6,1,0,1,0,0
Nathan Coulter-Nile,261354,4,0,30,0,7.50,8,3,0,0,0,0
Sandeep Lamichhane,960361,3,0,15,1,5.00,10,0,1,0,0,0
Glenn Maxwell,325026,2,0,20,0,10.00,2,0,1,0,0,0
Billy Stanlake,533042,4,0,32,0,8.00,11,4,0,2,0,1
Wes Agar,959833,4,0,47,1,11.75,6,4,3,2,0,1
Peter Siddle,7898,4,0,24,3,6.00,12,1,1,0,0,1
Cameron Valente,605576,4,0,40,1,10.00,7,1,3,3,0,1
Rashid Khan,793463,4,0,23,1,5.75,8,0,1,0,0,1
