Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Dale Steyn,47492,4,0,16,2,4.00,13,0,0,0,0,0
Nathan Coulter-Nile,261354,4,0,42,1,10.50,10,5,2,0,0,0
Daniel Worrall,557298,3,0,22,0,7.33,8,3,0,0,0,0
Sandeep Lamichhane,960361,4,0,26,3,6.50,7,2,0,0,0,0
Adam Zampa,379504,4,0,19,2,4.75,13,0,1,1,0,0
Glenn Maxwell,325026,1,0,8,0,8.00,2,1,0,0,0,0
Tom Cooper,219885,1,0,14,0,14.00,1,3,0,0,0,1
Kane Richardson,272262,4,0,34,1,8.50,7,5,0,0,0,1
Richard Gleeson,473191,3.5,0,35,1,9.13,6,5,0,2,0,1
Will Sutherland,1076722,4,0,22,0,5.50,10,0,1,0,0,1
Cameron Boyce,326625,4,0,23,0,5.75,7,0,0,0,0,1
Tom Andrews,605566,2,0,14,0,7.00,4,0,1,0,0,1
