Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Behrendorff,272477,3,0,21,1,7.00,9,2,1,0,0,0
Nathan Coulter-Nile,261354,4,0,29,1,7.25,11,4,0,1,0,0
David Willey,308251,1,0,8,0,8.00,1,1,0,0,0,0
Andrew Tye,459508,4,0,36,1,9.00,5,4,0,1,0,0
Ashton Agar,505120,4,0,27,2,6.75,6,1,1,0,0,0
Jhye Richardson,774223,4,0,19,1,4.75,12,2,0,1,0,0
Sam Rainbird,333872,3,0,18,0,6.00,7,1,0,0,0,1
Jonathan Cook,1137279,4,0,13,1,3.25,12,0,0,0,0,1
Daniel Sams,826901,3,0,36,0,12.00,1,4,0,2,0,1
Chris Green,787073,4,0,32,1,8.00,7,1,2,0,0,1
Gurinder Sandhu,499660,2,0,13,0,6.50,3,0,0,0,0,1
Fawad Ahmed,240609,4,0,22,2,5.50,9,2,0,1,0,1
