Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mir Hamza,556684,4,0,48,1,12.00,2,0,0
Tymal Mills,459257,4,0,28,0,7.00,4,0,0
Anwar Ali,232491,4,0,30,2,7.50,1,0,0
Mohammad Nawaz,348148,1,0,11,0,11.00,0,0,0
Hassan Khan,959789,3,0,16,0,5.33,3,0,0
Mahmudullah,56025,4,0,21,3,5.25,0,0,0
Imad Wasim,227758,3,0,18,0,6.00,0,0,1
Mohammad Amir,290948,4,1,27,0,6.75,0,1,1
Usman Shinwari,697279,4,0,33,0,8.25,0,0,1
Sohail Khan,317252,3,0,28,2,9.33,1,0,1
Usama Mir,647667,4,0,39,1,9.75,0,0,1
Shoaib Malik,42657,1,0,5,0,5.00,1,0,1
