Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Faheem Ashraf,681117,7,1,26,0,3.71,24,2,0,1,0,0
Shaheen Shah Afridi,1072470,9,1,38,4,4.22,36,2,1,2,0,0
Hasan Ali,681305,9,0,59,2,6.55,27,4,2,0,1,0
Mohammad Hafeez,41434,10,0,31,1,3.10,31,0,0,1,0,0
Shadab Khan,922943,10,1,25,1,2.50,37,0,0,1,0,0
Imad Wasim,227758,5,0,24,0,4.80,11,1,0,0,0,0
Trent Boult,277912,10,0,60,0,6.00,34,9,0,3,0,1
Tim Southee,232364,9.3,0,48,0,5.05,31,4,0,1,0,1
Lockie Ferguson,493773,10,0,60,3,6.00,33,7,0,4,0,1
Kane Williamson,277906,1,0,7,0,7.00,1,0,0,0,0,1
Ish Sodhi,559066,6,2,21,1,3.50,21,1,0,1,0,1
Colin de Grandhomme,55395,4,0,15,0,3.75,11,0,0,0,0,1
