Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Billy Stanlake,533042,3,0,32,0,10.66,5,3,2,0,0,0
Michael Neser,376169,4,0,21,1,5.25,9,1,0,0,0,0
Peter Siddle,7898,4,0,21,2,5.25,12,1,0,1,0,0
Wes Agar,959833,4,0,43,1,10.75,12,4,3,4,0,0
Rashid Khan,793463,4,0,24,1,6.00,10,0,2,0,0,0
Travis Head,530011,1,0,9,1,9.00,1,1,0,0,0,0
Daniel Sams,826901,4,0,26,3,6.50,5,1,0,1,0,1
Jonathan Cook,1137279,4,0,16,2,4.00,14,1,0,0,0,1
Arjun Nair,901157,2,0,14,0,7.00,3,1,0,0,0,1
Brendan Doggett,931603,2,0,25,0,12.50,1,3,0,1,0,1
Chris Tremain,553800,4,0,40,1,10.00,8,6,0,4,0,1
Chris Morris,439952,4,0,22,2,5.50,12,3,0,0,0,1
