Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell McClenaghan,319439,4,0,31,1,7.75,12,1,3,1,0,0
Jasprit Bumrah,625383,4,0,19,1,4.75,11,0,1,0,0,0
Hardik Pandya,625371,4,0,44,1,11.00,8,5,2,3,0,0
Mayank Markande,1081442,3,0,29,1,9.66,6,2,2,1,0,0
Jean-Paul Duminy,44932,1,0,8,0,8.00,1,1,0,0,0,0
Ben Cutting,230371,3,0,28,1,9.33,4,1,2,0,0,0
Krunal Pandya,471342,1,0,10,0,10.00,1,0,1,0,0,0
Ravichandran Ashwin,26421,4,0,23,0,5.75,7,0,1,0,0,1
Ankit Rajpoot,591650,3,0,31,0,10.33,8,2,3,0,0,1
Andrew Tye,459508,4,0,35,1,8.75,8,4,1,1,0,1
Mujeeb Ur Rahman,974109,4,0,37,2,9.25,11,1,4,1,0,1
Axar Patel,554691,1,0,9,0,9.00,1,1,0,0,0,1
Marcus Stoinis,325012,3,0,37,1,12.33,6,5,2,0,0,1
