Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sam Rainbird,333872,4,0,40,1,10.00,7,2,2,4,0,0
Glenn Maxwell,325026,2,0,13,1,6.50,5,2,0,0,0,0
Billy Stanlake,533042,4,0,25,3,6.25,15,1,2,1,0,0
Liam Hatcher,901155,4,0,27,0,6.75,7,2,0,0,0,0
Zahir Khan,712219,4,0,33,0,8.25,7,2,2,0,0,0
Lance Morris,1125317,2,0,23,0,11.50,2,2,1,0,1,0
Riley Meredith,961713,4,0,36,0,9.00,9,4,1,0,0,1
Johan Botha,44149,3,0,18,1,6.00,6,0,1,0,0,1
Scott Boland,446548,4,0,22,3,5.50,14,3,0,0,0,1
Sandeep Lamichhane,960361,4,0,38,2,9.50,9,3,2,2,0,1
Nathan Ellis,826915,4,0,11,2,2.75,17,1,0,1,0,1
D'Arcy Short,308798,1,0,15,0,15.00,1,0,2,0,0,1
