Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Deepak Chahar,447261,3,0,37,0,12.33,8,5,2,1,0,0
Harbhajan Singh,29264,4,0,41,1,10.25,8,5,2,0,0,0
Shardul Thakur,475281,3,0,33,2,11.00,4,3,1,0,0,0
Imran Tahir,40618,4,0,34,2,8.50,11,3,2,0,0,0
Shane Watson,8180,2,0,15,1,7.50,3,0,1,0,0,0
Dwayne Bravo,51439,4,0,37,1,9.25,4,3,1,0,0,0
Barinder Sran,537126,4,0,37,0,9.25,10,1,2,4,0,1
Mohit Sharma,537119,4,0,47,1,11.75,8,5,3,1,0,1
Andrew Tye,459508,4,0,47,2,11.75,5,5,2,1,0,1
Mujeeb Ur Rahman,974109,3,0,18,0,6.00,5,1,0,0,0,1
Ravichandran Ashwin,26421,4,0,32,1,8.00,6,2,1,2,0,1
Yuvraj Singh,36084,1,0,10,0,10.00,0,1,0,1,0,1
