Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Shaheen Shah Afridi,1072470,4,0,27,3,6.75,14,3,0,2,0,0
Mohammad Hafeez,41434,2,0,19,0,9.50,6,1,2,0,0,0
Haris Rauf,1161606,4,0,32,1,8.00,13,5,1,0,0,0
Ahmed Daniyal,1249564,4,0,37,1,9.25,8,2,2,3,0,0
David Wiese,221140,4,0,42,1,10.50,5,3,2,2,0,0
Samit Patel,18632,2,0,27,1,13.50,4,3,2,0,0,0
Mohammad Amir,290948,4,1,34,1,8.50,11,5,1,0,0,1
Mohammad Ilyas,1159371,2,0,25,0,12.50,4,2,2,1,0,1
Waqas Maqsood,533561,3,0,34,1,11.33,2,4,1,0,0,1
Arshad Iqbal,1130463,3,0,25,0,8.33,6,1,2,0,0,1
Mohammad Nabi,25913,4,0,31,0,7.75,8,3,1,0,0,1
Dan Christian,4864,3.2,0,39,1,11.70,6,2,3,1,0,1
