Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Starc,311592,10,0,59,2,5.90,29,4,1,1,0,0
Josh Hazlewood,288284,10,0,63,1,6.30,31,7,0,2,0,0
Pat Cummins,489889,10,0,45,3,4.50,33,2,1,2,0,0
Mitchell Marsh,272450,5,0,35,0,7.00,9,2,1,0,0,0
D'Arcy Short,308798,5,0,35,0,7.00,6,1,0,0,0,0
Adam Zampa,379504,10,0,48,0,4.80,25,1,1,0,0,0
Keshav Maharaj,267724,10,0,48,1,4.80,19,1,0,0,0,1
Anrich Nortje,481979,7.1,0,39,2,5.44,20,4,0,0,0,1
Lungi Ngidi,542023,8,0,30,3,3.75,29,2,0,2,0,1
Andile Phehlukwayo,540316,10,0,52,1,5.20,26,5,0,1,0,1
Tabraiz Shamsi,379145,10,0,45,2,4.50,24,1,0,1,0,1
