Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kane Richardson,272262,4,0,28,0,7.00,12,2,1,2,0,0
Billy Stanlake,533042,4,0,15,3,3.75,15,1,0,0,0,0
Ashton Agar,505120,4,0,22,1,5.50,9,0,0,1,0,0
Andrew Tye,459508,4,0,23,4,5.75,11,0,1,2,0,0
Adam Zampa,379504,3,0,21,1,7.00,8,0,2,1,0,0
Marcus Stoinis,325012,1,0,2,0,2.00,4,0,0,0,0,0
Trent Boult,277912,3,0,14,2,4.66,11,2,0,0,0,1
Tim Southee,232364,2.3,0,27,1,10.80,7,5,0,2,0,1
Mitchell Santner,502714,2,0,20,0,10.00,6,3,1,0,0,1
Ish Sodhi,559066,3,0,24,0,8.00,4,3,0,0,0,1
Colin de Grandhomme,55395,1,0,11,0,11.00,0,0,1,0,0,1
