Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Amir,290948,4,1,33,1,8.25,11,5,1,0,0,0
Usman Shinwari,697279,4,0,11,3,2.75,16,1,0,0,0,0
Mohammad Irfan,805925,3,0,46,0,15.33,7,1,6,0,1,0
Usama Mir,647667,3,0,34,0,11.33,3,1,3,0,0,0
Shahid Afridi,42639,4,0,34,1,8.50,8,1,3,0,0,0
Ravi Bopara,10582,2,0,17,1,8.50,3,1,1,0,0,0
Hasan Ali,681305,4,0,20,1,5.00,12,1,1,0,0,1
Sameen Gul,922947,4,0,43,0,10.75,8,2,4,0,0,1
Wahab Riaz,43590,4,0,26,2,6.50,11,1,2,0,0,1
Liam Dawson,211855,4,0,17,3,4.25,12,0,1,0,0,1
Umaid Asif,429122,4,0,23,2,5.75,7,2,0,0,0,1
