Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kagiso Rabada,550215,7.1,1,25,3,3.48,32,3,0,2,0,0
Chris Morris,439952,9,0,34,1,3.77,40,5,0,2,0,0
Imran Tahir,40618,10,0,14,2,1.40,46,0,0,0,0,0
Andile Phehlukwayo,540316,7,1,35,2,5.00,27,3,2,0,0,0
Dwaine Pretorius,327830,8,0,36,0,4.50,30,4,1,0,0,0
Jeetan Patel,38141,5,0,26,2,5.20,21,2,2,1,0,1
Trent Boult,277912,9.2,0,44,0,4.71,38,8,0,2,0,1
Tim Southee,232364,10,1,40,0,4.00,40,4,1,2,0,1
Colin de Grandhomme,55395,4,0,16,1,4.00,16,1,0,3,0,1
Mitchell Santner,502714,2,0,9,0,4.50,8,0,1,0,0,1
James Neesham,355269,2,0,10,1,5.00,7,1,0,1,0,1
