Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Nuwan Pradeep,324358,17.4,2,63,0,3.56,0,0,0
Rangana Herath,49178,42,7,154,4,3.66,0,0,0
Dimuth Karunaratne,227772,8,0,31,1,3.87,0,0,0
Dilruwan Perera,49920,40,3,147,1,3.67,0,2,0
Malinda Pushpakumara,50205,38.2,2,156,2,4.06,0,0,0
Dhananjaya de Silva,465793,12,0,59,0,4.91,0,0,0
Mohammed Shami,481896,6,1,13,2,2.16,0,0,1
Ravichandran Ashwin,26421,16.4,3,69,5,4.13,0,0,1
Ravindra Jadeja,234675,22,6,84,2,3.81,0,0,1
Umesh Yadav,376116,5,1,12,1,2.40,0,0,1
Umesh Yadav,376116,13,2,39,1,3.00,0,0,2
Ravichandran Ashwin,26421,37.5,7,132,2,3.48,0,0,2
Mohammed Shami,481896,12,3,27,0,2.25,0,0,2
Ravindra Jadeja,234675,39,5,152,5,3.89,0,0,2
Hardik Pandya,625371,15,2,31,2,2.06,2,2,2
