Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ainsley Ndlovu,596456,3,0,32,0,10.66,4,2,2,0,0,0
Kyle Jarvis,332996,4,0,32,3,8.00,10,4,0,0,0,0
Chris Mpofu,55633,4,0,42,2,10.50,6,2,3,2,0,0
Sean Williams,55870,4,0,26,0,6.50,8,1,1,2,0,0
Ryan Burl,495964,1,0,13,1,13.00,2,1,1,0,0,0
Tinotenda Mutombodzi,333001,3,0,17,1,5.66,8,0,1,0,0,0
Neville Madziva,453289,1,0,10,0,10.00,0,1,0,0,0,0
Mohammad Saifuddin,629070,4,0,14,1,3.50,16,2,0,0,0,1
Shakib Al Hasan,56143,4,0,28,1,7.00,11,1,2,0,0,1
Shafiul Islam,288305,4,0,36,3,9.00,9,4,1,1,0,1
Mustafizur Rahman,330902,4,0,38,2,9.50,8,1,3,1,0,1
Aminul Islam,926597,4,0,18,2,4.50,9,0,0,1,0,1
