Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Chris Morris,439952,4,0,24,0,6.00,11,1,1,1,0,0
Morne Morkel,46538,4,0,32,1,8.00,12,4,1,1,0,0
Andile Phehlukwayo,540316,4,0,44,2,11.00,5,3,2,1,0,0
Dane Paterson,327947,4,0,32,4,8.00,11,3,2,0,0,0
Imran Tahir,40618,4,0,38,1,9.50,9,5,1,0,0,0
David Willey,308251,4,0,40,0,10.00,10,2,3,1,0,1
Tom Curran,550235,4,0,22,2,5.50,15,2,1,0,0,1
Chris Jordan,288992,4,0,31,3,7.75,9,3,0,1,1,1
Liam Plunkett,19264,4,0,22,1,5.50,10,1,1,0,0,1
Mason Crane,660889,4,0,38,1,9.50,8,3,2,0,0,1
